,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
1151,2023,SE,FT,Data Scientist,275500,USD,275500,US,0,US,M
1152,2023,SE,FT,Data Scientist,206000,USD,206000,US,0,US,M
1153,2023,SE,FT,Business Intelligence Engineer,202800,USD,202800,US,0,US,L
1154,2023,SE,FT,Business Intelligence Engineer,104300,USD,104300,US,0,US,L
1157,2023,SE,FT,Data Engineer,154000,USD,154000,US,0,US,M
1158,2023,SE,FT,Data Engineer,102000,USD,102000,US,0,US,M
1159,2023,SE,FT,Data Modeler,140000,USD,140000,US,0,US,M
1160,2023,SE,FT,Data Modeler,100000,USD,100000,US,0,US,M
1161,2023,SE,FT,Data Strategist,91000,USD,91000,US,0,US,M
1162,2023,SE,FT,Data Strategist,86000,USD,86000,US,0,US,M
1163,2023,SE,FT,Data Scientist,228000,USD,228000,US,0,US,M
1164,2023,SE,FT,Data Scientist,136000,USD,136000,US,0,US,M
1165,2023,SE,FT,Data Analyst,180000,USD,180000,US,100,US,M
1166,2023,SE,FT,Data Analyst,140000,USD,140000,US,100,US,M
1167,2023,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M
1168,2023,SE,FT,Data Scientist,155000,USD,155000,US,100,US,M
1170,2023,SE,FT,Data Analyst,207611,USD,207611,US,100,US,M
1171,2023,SE,FT,Data Analyst,127876,USD,127876,US,100,US,M
1172,2023,EN,FT,Data Analyst,111000,USD,111000,US,0,US,M
1173,2023,EN,FT,Data Analyst,104000,USD,104000,US,0,US,M
1174,2023,MI,FT,BI Developer,128000,USD,128000,US,0,US,M
1175,2023,MI,FT,BI Developer,81500,USD,81500,US,0,US,M
1178,2023,MI,FT,Data Analyst,97750,USD,97750,US,0,US,M
1179,2023,MI,FT,Data Analyst,75000,USD,75000,US,0,US,M
1180,2023,SE,FT,Machine Learning Engineer,238000,USD,238000,US,0,US,M
1181,2023,SE,FT,Machine Learning Engineer,176000,USD,176000,US,0,US,M
1182,2023,SE,FT,Data Analyst,192000,USD,192000,CA,0,CA,M
1183,2023,SE,FT,Data Analyst,92000,USD,92000,CA,0,CA,M
1184,2023,SE,FT,Data Engineer,195000,USD,195000,US,0,US,M
1185,2023,SE,FT,Data Engineer,125000,USD,125000,US,0,US,M
1186,2023,SE,FT,Decision Scientist,204500,USD,204500,US,0,US,M
1187,2023,SE,FT,Decision Scientist,142200,USD,142200,US,0,US,M
1188,2023,EN,FT,Data Analyst,132600,USD,132600,US,100,US,M
1189,2023,EN,FT,Data Analyst,81500,USD,81500,US,100,US,M
1190,2023,MI,FT,Data Engineer,202400,USD,202400,US,0,US,M
1191,2023,MI,FT,Data Engineer,147200,USD,147200,US,0,US,M
1192,2023,SE,FT,Data Analyst,175000,USD,175000,US,100,US,M
1193,2023,SE,FT,Data Analyst,135000,USD,135000,US,100,US,M
1194,2023,SE,FT,Machine Learning Engineer,238000,USD,238000,US,0,US,M
1195,2023,SE,FT,Machine Learning Engineer,176000,USD,176000,US,0,US,M
1196,2023,SE,FT,Data Scientist,239000,USD,239000,US,0,US,M
1197,2023,SE,FT,Data Scientist,136000,USD,136000,US,0,US,M
1198,2023,MI,FT,Data Analyst,54000,USD,54000,US,100,US,M
1199,2023,MI,FT,Data Analyst,36000,USD,36000,US,100,US,M
1200,2023,SE,FT,Data Scientist,176000,USD,176000,US,100,US,M
1201,2023,SE,FT,Data Scientist,118720,USD,118720,US,100,US,M
1202,2023,SE,FT,Data Scientist,204500,USD,204500,US,0,US,M
1203,2023,SE,FT,Data Scientist,138900,USD,138900,US,0,US,M
1204,2023,MI,FT,Data Engineer,140000,USD,140000,US,100,US,M
1205,2023,MI,FT,Data Engineer,95000,USD,95000,US,100,US,M
1206,2023,SE,FT,Research Engineer,240000,USD,240000,US,0,US,M
1207,2023,SE,FT,Research Engineer,157000,USD,157000,US,0,US,M
1208,2023,MI,FT,Data Engineer,165000,USD,165000,US,100,US,M
1209,2023,MI,FT,Data Engineer,136000,USD,136000,US,100,US,M
1210,2023,SE,FT,Applied Scientist,230000,USD,230000,US,100,US,M
1211,2023,SE,FT,Applied Scientist,196000,USD,196000,US,100,US,M
1212,2023,SE,FT,Data Scientist,272300,USD,272300,US,0,US,M
1213,2023,SE,FT,Data Scientist,222800,USD,222800,US,0,US,M
1214,2023,MI,FT,Data Engineer,167500,USD,167500,US,0,US,M
1215,2023,MI,FT,Data Engineer,106500,USD,106500,US,0,US,M
1216,2023,SE,FT,Data Manager,172750,USD,172750,US,100,US,M
1217,2023,SE,FT,Data Manager,82500,USD,82500,US,100,US,M
1218,2023,MI,FT,Business Intelligence Engineer,165600,USD,165600,US,0,US,L
1219,2023,MI,FT,Business Intelligence Engineer,65800,USD,65800,US,0,US,L
1220,2023,SE,FT,Applied Scientist,192000,USD,192000,US,100,US,M
1221,2023,SE,FT,Applied Scientist,164000,USD,164000,US,100,US,M
1222,2023,SE,FT,Data Manager,145000,USD,145000,US,0,US,M
1223,2023,SE,FT,Data Manager,130000,USD,130000,US,0,US,M
1224,2023,SE,FT,Machine Learning Engineer,226600,USD,226600,US,0,US,M
1225,2023,SE,FT,Machine Learning Engineer,140100,USD,140100,US,0,US,M
1226,2023,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
1227,2023,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
1228,2023,SE,FT,Machine Learning Engineer,331640,USD,331640,US,0,US,M
1229,2023,SE,FT,Machine Learning Engineer,267720,USD,267720,US,0,US,M
1230,2023,SE,FT,Data Scientist,281000,USD,281000,CA,0,CA,M
1231,2023,SE,FT,Data Scientist,181000,USD,181000,CA,0,CA,M
1232,2023,SE,FT,Analytics Engineer,207611,USD,207611,US,100,US,M
1233,2023,SE,FT,Analytics Engineer,127876,USD,127876,US,100,US,M
1234,2023,SE,FT,Research Engineer,225000,USD,225000,US,0,US,M
1235,2023,SE,FT,Research Engineer,168000,USD,168000,US,0,US,M
1236,2023,SE,FT,Data Engineer,280600,USD,280600,US,0,US,M
1237,2023,SE,FT,Data Engineer,158600,USD,158600,US,0,US,M
1238,2023,SE,FT,Machine Learning Engineer,200000,USD,200000,US,0,US,M
1239,2023,SE,FT,Machine Learning Engineer,140000,USD,140000,US,0,US,M
1240,2023,SE,FT,Machine Learning Engineer,283780,USD,283780,US,0,US,M
1241,2023,SE,FT,Machine Learning Engineer,218540,USD,218540,US,0,US,M
1242,2023,SE,FT,Data Engineer,178500,USD,178500,US,0,US,M
1243,2023,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M
1244,2023,SE,FT,Data Scientist,323300,USD,323300,US,0,US,M
1245,2023,SE,FT,Data Scientist,184700,USD,184700,US,0,US,M
1246,2023,SE,FT,Research Scientist,248100,USD,248100,US,0,US,M
1247,2023,SE,FT,Research Scientist,145900,USD,145900,US,0,US,M
1250,2023,MI,FT,Research Scientist,185000,USD,185000,US,100,US,M
1251,2023,MI,FT,Research Scientist,137700,USD,137700,US,100,US,M
1252,2023,SE,FT,Research Scientist,205500,USD,205500,US,0,US,M
1253,2023,SE,FT,Research Scientist,132500,USD,132500,US,0,US,M
1254,2023,MI,FT,Data Operations Analyst,65100,USD,65100,US,100,US,M
1255,2023,MI,FT,Data Operations Analyst,44640,USD,44640,US,100,US,M
1256,2023,SE,FT,Data Engineer,181500,USD,181500,US,0,US,M
1257,2023,SE,FT,Data Engineer,112200,USD,112200,US,0,US,M
1258,2023,SE,FT,Machine Learning Engineer,192000,USD,192000,US,100,US,M
1259,2023,SE,FT,Machine Learning Engineer,164000,USD,164000,US,100,US,M
1260,2023,MI,FT,Data Analyst,161000,USD,161000,US,100,US,M
1261,2023,MI,FT,Data Analyst,123000,USD,123000,US,100,US,M
1262,2023,SE,FT,Data Engineer,247300,USD,247300,US,0,US,M
1263,2023,SE,FT,Data Engineer,139700,USD,139700,US,0,US,M
1264,2023,SE,FT,Data Analyst,145000,USD,145000,US,100,US,M
1265,2023,SE,FT,Data Analyst,106000,USD,106000,US,100,US,M
1266,2023,SE,FT,Data Engineer,200000,USD,200000,CA,100,CA,M
1267,2023,SE,FT,Data Engineer,160000,USD,160000,CA,100,CA,M
1268,2023,SE,FT,Machine Learning Engineer,204600,USD,204600,US,0,US,M
1269,2023,SE,FT,Machine Learning Engineer,126500,USD,126500,US,0,US,M
1270,2023,SE,FT,Data Scientist,278700,USD,278700,US,0,US,M
1271,2023,SE,FT,Data Scientist,159300,USD,159300,US,0,US,M
1272,2023,MI,FT,Data Scientist,180000,USD,180000,US,0,US,M
1273,2023,MI,FT,Data Scientist,140000,USD,140000,US,0,US,M
1274,2023,SE,FT,Machine Learning Engineer,238000,USD,238000,US,0,US,M
1275,2023,SE,FT,Machine Learning Engineer,176000,USD,176000,US,0,US,M
1276,2023,SE,FT,Data Operations Engineer,125000,USD,125000,US,0,US,M
1277,2023,SE,FT,Data Operations Engineer,65000,USD,65000,US,0,US,M
1278,2023,MI,FT,Data Scientist,230000,USD,230000,US,0,US,M
1279,2023,MI,FT,Data Scientist,175000,USD,175000,US,0,US,M
1280,2023,MI,FT,Data Engineer,130000,USD,130000,US,100,US,M
1281,2023,MI,FT,Data Engineer,100000,USD,100000,US,100,US,M
1282,2023,SE,FT,Applied Scientist,252990,USD,252990,US,100,US,M
1283,2023,SE,FT,Applied Scientist,162170,USD,162170,US,100,US,M
1284,2023,MI,FT,Data Engineer,183000,USD,183000,CA,100,CA,M
1285,2023,MI,FT,Data Engineer,122000,USD,122000,CA,100,CA,M
1286,2023,SE,FT,Machine Learning Engineer,253000,USD,253000,US,100,US,M
1287,2023,SE,FT,Machine Learning Engineer,172040,USD,172040,US,100,US,M
1288,2023,SE,FT,Data Scientist,310270,USD,310270,US,0,US,M
1289,2023,SE,FT,Data Scientist,239080,USD,239080,US,0,US,M
1290,2023,SE,FT,Data Analyst,85000,USD,85000,US,100,US,M
1291,2023,SE,FT,Data Analyst,70000,USD,70000,US,100,US,M
1292,2023,MI,FT,Data Engineer,135000,USD,135000,US,100,US,M
1293,2023,MI,FT,Data Engineer,125000,USD,125000,US,100,US,M
1294,2023,SE,FT,Applied Scientist,253000,USD,253000,US,100,US,M
1295,2023,SE,FT,Applied Scientist,172040,USD,172040,US,100,US,M
1296,2023,MI,FT,Data Engineer,135000,USD,135000,US,0,US,M
1297,2023,MI,FT,Data Engineer,108000,USD,108000,US,0,US,M
1298,2023,SE,FT,Data Engineer,225500,USD,225500,US,0,US,M
1299,2023,SE,FT,Data Engineer,139400,USD,139400,US,0,US,M
1301,2023,EN,FT,BI Data Analyst,50000,USD,50000,KE,100,KE,S
1302,2023,SE,FT,AI Engineer,227850,USD,227850,US,100,US,M
1303,2023,SE,FT,AI Engineer,180500,USD,180500,US,100,US,M
1304,2023,MI,FT,Data Analyst,90000,USD,90000,US,0,US,M
1305,2023,MI,FT,Data Analyst,70000,USD,70000,US,0,US,M
1306,2023,SE,FT,Data Engineer,199000,USD,199000,US,100,US,M
1307,2023,SE,FT,Data Engineer,159000,USD,159000,US,100,US,M
1308,2023,SE,FT,Data Lead,350000,USD,350000,US,0,US,M
1309,2023,SE,FT,Data Lead,80000,USD,80000,US,0,US,M
1310,2023,SE,FT,Machine Learning Engineer,240000,USD,240000,GB,0,GB,M
1311,2023,SE,FT,Machine Learning Engineer,160000,USD,160000,GB,0,GB,M
1312,2023,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M
1313,2023,SE,FT,Data Engineer,115000,USD,115000,US,0,US,M
1314,2023,MI,FT,Data Analyst,107500,USD,107500,US,0,US,M
1315,2023,MI,FT,Data Analyst,96750,USD,96750,US,0,US,M
1316,2023,SE,FT,Machine Learning Engineer,174000,USD,174000,US,0,US,M
1317,2023,SE,FT,Machine Learning Engineer,104000,USD,104000,US,0,US,M
1318,2023,SE,FT,ML Engineer,275300,USD,275300,US,100,US,M
1319,2023,SE,FT,ML Engineer,183500,USD,183500,US,100,US,M
1320,2023,SE,FT,Data Scientist,250000,USD,250000,US,0,US,M
1321,2023,SE,FT,Data Scientist,225000,USD,225000,US,0,US,M
1322,2023,SE,FT,Data Engineer,174350,USD,174350,US,0,US,M
1323,2023,SE,FT,Data Engineer,126800,USD,126800,US,0,US,M
1324,2023,SE,FT,Machine Learning Engineer,284050,USD,284050,US,0,US,M
1325,2023,SE,FT,Machine Learning Engineer,193800,USD,193800,US,0,US,M
1326,2023,SE,FT,Data Engineer,300000,USD,300000,US,0,US,M
1327,2023,SE,FT,Data Engineer,200000,USD,200000,US,0,US,M
1328,2023,SE,FT,Data Engineer,232989,USD,232989,US,100,US,M
1329,2023,SE,FT,Data Engineer,140000,USD,140000,US,100,US,M
1330,2023,EN,FT,BI Data Analyst,85000,USD,85000,CA,100,US,M
1331,2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M
1332,2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M
1333,2023,SE,FT,Data Engineer,147100,USD,147100,US,0,US,M
1334,2023,SE,FT,Data Engineer,90700,USD,90700,US,0,US,M
1335,2023,SE,FT,Data Analyst,140000,USD,140000,US,100,US,M
1336,2023,SE,FT,Data Analyst,95000,USD,95000,US,100,US,M
1337,2023,SE,FT,Data Analyst,204500,USD,204500,US,0,US,M
1338,2023,SE,FT,Data Analyst,138900,USD,138900,US,0,US,M
1339,2023,SE,FT,Data Modeler,168400,USD,168400,US,0,US,M
1340,2023,SE,FT,Data Modeler,105200,USD,105200,US,0,US,M
1341,2023,SE,FT,Research Scientist,205500,USD,205500,US,0,US,M
1342,2023,SE,FT,Research Scientist,132500,USD,132500,US,0,US,M
1343,2023,SE,FT,Data Scientist,147100,USD,147100,US,0,US,M
1344,2023,SE,FT,Data Scientist,90700,USD,90700,US,0,US,M
1345,2023,SE,FT,Machine Learning Engineer,247500,USD,247500,US,0,US,M
1346,2023,SE,FT,Machine Learning Engineer,172200,USD,172200,US,0,US,M
1347,2023,SE,FT,Data Analyst,192000,USD,192000,US,100,US,M
1348,2023,SE,FT,Data Analyst,138240,USD,138240,US,100,US,M
1349,2023,SE,FT,Data Engineer,168400,USD,168400,US,0,US,M
1350,2023,SE,FT,Data Engineer,105200,USD,105200,US,0,US,M
1351,2023,SE,FT,Analytics Engineer,150550,USD,150550,US,100,US,M
1352,2023,SE,FT,Analytics Engineer,116710,USD,116710,US,100,US,M
1353,2023,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M
1354,2023,SE,FT,Data Scientist,162000,USD,162000,US,0,US,M
1355,2023,SE,FT,Machine Learning Engineer,226600,USD,226600,US,0,US,M
1356,2023,SE,FT,Machine Learning Engineer,140100,USD,140100,US,0,US,M
1357,2023,SE,FT,Data Visualization Engineer,147100,USD,147100,US,0,US,M
1358,2023,SE,FT,Data Visualization Engineer,90700,USD,90700,US,0,US,M
1359,2023,SE,FT,Research Scientist,175000,USD,175000,US,0,US,M
1360,2023,SE,FT,Research Scientist,120000,USD,120000,US,0,US,M
1361,2023,SE,FT,Data Architect,147100,USD,147100,US,0,US,M
1362,2023,SE,FT,Data Architect,90700,USD,90700,US,0,US,M
1363,2023,SE,FT,Data Modeler,168400,USD,168400,US,0,US,M
1364,2023,SE,FT,Data Modeler,105200,USD,105200,US,0,US,M
1365,2023,SE,FT,Analytics Engineer,125000,USD,125000,US,100,US,M
1366,2023,SE,FT,Analytics Engineer,100000,USD,100000,US,100,US,M
1367,2023,SE,FT,Research Scientist,198800,USD,198800,US,0,US,M
1368,2023,SE,FT,Research Scientist,105200,USD,105200,US,0,US,M
1369,2023,MI,FT,Data Manager,115500,USD,115500,US,0,US,M
1370,2023,MI,FT,Data Manager,73500,USD,73500,US,0,US,M
1371,2023,SE,FT,Data Engineer,150600,USD,150600,GB,100,GB,M
1372,2023,SE,FT,Data Engineer,120500,USD,120500,GB,100,GB,M
1373,2023,SE,FT,Data Engineer,183000,USD,183000,US,0,US,M
1374,2023,SE,FT,Data Engineer,140000,USD,140000,US,0,US,M
1375,2023,EX,FT,Business Intelligence Developer,167500,USD,167500,US,0,US,M
1376,2023,EX,FT,Business Intelligence Developer,106500,USD,106500,US,0,US,M
1377,2023,SE,FT,Analytics Engineer,175000,USD,175000,US,100,US,M
1378,2023,SE,FT,Analytics Engineer,125000,USD,125000,US,100,US,M
1379,2023,SE,FT,Machine Learning Engineer,239000,USD,239000,CA,100,CA,M
1380,2023,SE,FT,Machine Learning Engineer,149000,USD,149000,CA,100,CA,M
1381,2023,MI,FT,BI Developer,128000,USD,128000,US,0,US,M
1382,2023,MI,FT,BI Developer,81500,USD,81500,US,0,US,M
1383,2023,SE,FT,Data Scientist,185000,USD,185000,US,0,US,M
1384,2023,SE,FT,Data Scientist,122000,USD,122000,US,0,US,M
1385,2023,SE,FT,Business Intelligence Engineer,202800,USD,202800,US,0,US,L
1386,2023,SE,FT,Business Intelligence Engineer,104300,USD,104300,US,0,US,L
1387,2023,MI,FT,Data Engineer,181500,USD,181500,US,0,US,M
1388,2023,MI,FT,Data Engineer,127000,USD,127000,US,0,US,M
1389,2023,MI,FT,Data Specialist,186000,USD,186000,US,0,US,M
1390,2023,MI,FT,Data Specialist,138000,USD,138000,US,0,US,M
1391,2023,MI,FT,Data Scientist,185000,USD,185000,US,0,US,M
1392,2023,MI,FT,Data Scientist,122000,USD,122000,US,0,US,M
1393,2023,SE,FT,Research Engineer,196000,USD,196000,US,0,US,M
1394,2023,SE,FT,Research Engineer,142600,USD,142600,US,0,US,M
1395,2023,SE,FT,Data Scientist,205000,USD,205000,US,100,US,M
1396,2023,SE,FT,Data Scientist,150000,USD,150000,US,100,US,M
1397,2023,SE,FT,Business Intelligence Analyst,140000,USD,140000,CA,0,CA,M
1398,2023,SE,FT,Business Intelligence Analyst,112000,USD,112000,CA,0,CA,M
1399,2023,SE,FT,Data Analyst,139000,USD,139000,US,0,US,M
1400,2023,SE,FT,Data Analyst,85700,USD,85700,US,0,US,M
1402,2023,SE,FT,Lead Data Scientist,36000,USD,36000,RU,100,RU,L
1403,2023,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M
1404,2023,SE,FT,Data Engineer,91270,USD,91270,US,0,US,M
1405,2023,SE,FT,Data Scientist,226600,USD,226600,US,0,US,M
1406,2023,SE,FT,Data Scientist,140100,USD,140100,US,0,US,M
1407,2023,SE,FT,Business Intelligence Engineer,225000,USD,225000,US,0,US,M
1408,2023,SE,FT,Business Intelligence Engineer,156400,USD,156400,US,0,US,M
1409,2023,MI,FT,Applied Scientist,222200,USD,222200,US,0,US,L
1410,2023,MI,FT,Applied Scientist,136000,USD,136000,US,0,US,L
1411,2023,SE,FT,Data Architect,180000,USD,180000,US,0,US,M
1412,2023,SE,FT,Data Architect,165000,USD,165000,US,0,US,M
1413,2023,EX,FT,Director of Data Science,247000,USD,247000,US,100,US,M
1414,2023,EX,FT,Director of Data Science,118440,USD,118440,US,100,US,M
1415,2023,SE,FT,Data Manager,145000,USD,145000,US,0,US,M
1416,2023,SE,FT,Data Manager,130000,USD,130000,US,0,US,M
1417,2023,MI,FT,Data Scientist,204500,USD,204500,US,0,US,M
1418,2023,MI,FT,Data Scientist,138900,USD,138900,US,0,US,M
1419,2023,SE,FT,ML Engineer,297300,USD,297300,US,100,US,M
1420,2023,SE,FT,ML Engineer,198200,USD,198200,US,100,US,M
1421,2023,MI,FT,Data Scientist,172200,USD,172200,US,100,US,M
1422,2023,MI,FT,Data Scientist,131200,USD,131200,US,100,US,M
1425,2023,SE,FT,Business Intelligence Engineer,204500,USD,204500,US,100,US,M
1426,2023,SE,FT,Business Intelligence Engineer,138900,USD,138900,US,100,US,M
1427,2023,MI,FT,Data Specialist,87500,USD,87500,US,100,US,M
1428,2023,MI,FT,Data Specialist,62500,USD,62500,US,100,US,M
1429,2023,SE,FT,Data Scientist,244000,USD,244000,CA,0,CA,M
1430,2023,SE,FT,Data Scientist,157000,USD,157000,CA,0,CA,M
1431,2023,SE,FT,Data Engineer,157550,USD,157550,US,0,US,M
1432,2023,SE,FT,Data Engineer,104650,USD,104650,US,0,US,M
1433,2023,SE,FT,Research Scientist,136000,USD,136000,US,100,US,M
1434,2023,SE,FT,Research Scientist,90600,USD,90600,US,100,US,M
1437,2023,SE,FT,Principal Machine Learning Engineer,160000,USD,160000,IN,100,IN,L
1439,2023,SE,FT,Data Analyst,120350,USD,120350,US,100,US,M
1440,2023,SE,FT,Data Analyst,74400,USD,74400,US,100,US,M
1441,2023,SE,FT,Data Scientist,281000,USD,281000,CA,0,CA,M
1442,2023,SE,FT,Data Scientist,181000,USD,181000,CA,0,CA,M
1443,2023,SE,FT,Data Engineer,280600,USD,280600,US,0,US,M
1444,2023,SE,FT,Data Engineer,158600,USD,158600,US,0,US,M
1445,2023,SE,FT,Machine Learning Engineer,315300,USD,315300,US,100,US,M
1446,2023,SE,FT,Machine Learning Engineer,210200,USD,210200,US,100,US,M
1447,2023,MI,FT,Data Analytics Manager,177000,USD,177000,US,0,US,M
1448,2023,MI,FT,Data Analytics Manager,110000,USD,110000,US,0,US,M
1449,2023,SE,FT,Business Intelligence Engineer,185000,USD,185000,US,0,US,L
1450,2023,SE,FT,Business Intelligence Engineer,79600,USD,79600,US,0,US,L
1451,2023,MI,FT,Data Analyst,65000,USD,65000,US,100,US,M
1452,2023,MI,FT,Data Analyst,55000,USD,55000,US,100,US,M
1453,2023,SE,FT,Data Scientist,250000,USD,250000,US,0,US,M
1454,2023,SE,FT,Data Scientist,160000,USD,160000,US,0,US,M
1455,2023,MI,FT,Data Scientist,183200,USD,183200,US,0,US,M
1456,2023,MI,FT,Data Scientist,122200,USD,122200,US,0,US,M
1457,2023,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M
1458,2023,SE,FT,Data Analyst,75000,USD,75000,US,0,US,M
1459,2023,SE,FT,Data Analyst,185000,USD,185000,US,0,US,M
1460,2023,SE,FT,Data Analyst,145000,USD,145000,US,0,US,M
1461,2023,MI,FT,AI Research Engineer,150000,USD,150000,TN,100,US,M
1462,2023,SE,FT,Data Scientist,131000,USD,131000,US,100,US,M
1463,2023,SE,FT,Data Scientist,101000,USD,101000,US,100,US,M
1464,2023,SE,FT,Data Engineer,170000,USD,170000,US,0,US,M
1465,2023,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M
1466,2023,SE,FT,Business Intelligence Analyst,171050,USD,171050,US,100,US,M
1467,2023,SE,FT,Business Intelligence Analyst,124400,USD,124400,US,100,US,M
1468,2023,SE,FT,BI Developer,135000,USD,135000,US,100,US,M
1469,2023,SE,FT,BI Developer,110000,USD,110000,US,100,US,M
1470,2023,SE,FT,Data Scientist,187000,USD,187000,US,100,US,M
1471,2023,SE,FT,Data Scientist,128000,USD,128000,US,100,US,M
1472,2023,MI,FT,Data Analytics Manager,177000,USD,177000,US,0,US,M
1473,2023,MI,FT,Data Analytics Manager,110000,USD,110000,US,0,US,M
1474,2023,SE,FT,Data Analyst,138000,USD,138000,US,0,US,M
1475,2023,SE,FT,Data Analyst,92000,USD,92000,US,0,US,M
1476,2023,EX,FT,Data Engineer,200000,USD,200000,US,0,US,M
1477,2023,EX,FT,Data Engineer,160000,USD,160000,US,0,US,M
1478,2023,SE,FT,Data Architect,138000,USD,138000,GB,100,GB,M
1479,2023,SE,FT,Data Architect,92000,USD,92000,GB,100,GB,M
1480,2023,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
1481,2023,SE,FT,Data Scientist,120000,USD,120000,US,100,US,M
1482,2023,SE,FT,Business Intelligence Engineer,241300,USD,241300,US,0,US,L
1483,2023,SE,FT,Business Intelligence Engineer,124100,USD,124100,US,0,US,L
1484,2023,SE,FT,Data Science Manager,185000,USD,185000,US,100,US,M
1485,2023,SE,FT,Data Science Manager,152000,USD,152000,US,100,US,M
1486,2023,SE,FT,Data Analyst,138000,USD,138000,US,0,US,M
1487,2023,SE,FT,Data Analyst,92000,USD,92000,US,0,US,M
1488,2023,SE,FT,Data Engineer,288000,USD,288000,US,100,US,M
1489,2023,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M
1490,2023,SE,FT,Data Analyst,93918,USD,93918,US,0,US,M
1491,2023,SE,FT,Data Analyst,51962,USD,51962,US,0,US,M
1494,2023,SE,FT,Data Scientist,189750,USD,189750,US,0,US,M
1495,2023,SE,FT,Data Scientist,145000,USD,145000,US,0,US,M
1496,2023,SE,FT,Data Engineer,225500,USD,225500,US,0,US,M
1497,2023,SE,FT,Data Engineer,139400,USD,139400,US,0,US,M
1498,2023,SE,FT,Data Analyst,130000,USD,130000,US,100,US,M
1499,2023,SE,FT,Data Analyst,95000,USD,95000,US,100,US,M
1500,2023,SE,FT,Data Scientist,359170,USD,359170,US,0,US,M
1501,2023,SE,FT,Data Scientist,310270,USD,310270,US,0,US,M
1502,2023,SE,FT,Data Engineer,252000,USD,252000,US,100,US,M
1503,2023,SE,FT,Data Engineer,140000,USD,140000,US,100,US,M
1506,2023,EX,FT,Business Intelligence Engineer,247500,USD,247500,US,0,US,M
1507,2023,EX,FT,Business Intelligence Engineer,172200,USD,172200,US,0,US,M
1508,2023,MI,FT,Business Intelligence Analyst,87500,USD,87500,US,100,US,M
1509,2023,MI,FT,Business Intelligence Analyst,62500,USD,62500,US,100,US,M
1510,2023,SE,FT,Analytics Engineer,146000,USD,146000,CA,100,CA,M
1511,2023,SE,FT,Analytics Engineer,108000,USD,108000,CA,100,CA,M
1512,2023,SE,FT,Decision Scientist,204500,USD,204500,US,0,US,M
1513,2023,SE,FT,Decision Scientist,142200,USD,142200,US,0,US,M
1514,2023,SE,FT,Data Analyst,138000,USD,138000,US,0,US,M
1515,2023,SE,FT,Data Analyst,92000,USD,92000,US,0,US,M
1516,2023,SE,FT,Research Engineer,273000,USD,273000,US,0,US,M
1517,2023,SE,FT,Research Engineer,166500,USD,166500,US,0,US,M
1518,2023,EN,FT,Research Analyst,65000,USD,65000,US,0,US,M
1519,2023,EN,FT,Research Analyst,45000,USD,45000,US,0,US,M
1520,2023,SE,FT,Data Engineer,180000,USD,180000,US,100,US,M
1521,2023,SE,FT,Data Engineer,150000,USD,150000,US,100,US,M
1522,2023,SE,FT,Data Scientist,174000,USD,174000,US,0,US,M
1523,2023,SE,FT,Data Scientist,139000,USD,139000,US,0,US,M
1524,2023,SE,FT,Research Scientist,212800,USD,212800,US,0,US,L
1525,2023,SE,FT,Research Scientist,124100,USD,124100,US,0,US,L
1526,2023,SE,FT,Machine Learning Engineer,247500,USD,247500,US,0,US,M
1527,2023,SE,FT,Machine Learning Engineer,172200,USD,172200,US,0,US,M
1528,2023,SE,FT,Data Scientist,189750,USD,189750,CA,100,CA,M
1529,2023,SE,FT,Data Scientist,119213,USD,119213,CA,100,CA,M
1530,2023,SE,FT,Analytics Engineer,190000,USD,190000,CA,100,CA,M
1531,2023,SE,FT,Analytics Engineer,140000,USD,140000,CA,100,CA,M
1532,2023,SE,FT,Machine Learning Engineer,228830,USD,228830,US,0,US,M
1533,2023,SE,FT,Machine Learning Engineer,148590,USD,148590,US,0,US,M
1534,2023,MI,FT,AI Developer,140000,USD,140000,US,100,US,S
1535,2023,SE,FT,Machine Learning Scientist,180514,USD,180514,GB,100,GB,M
1536,2023,SE,FT,Machine Learning Scientist,108308,USD,108308,GB,100,GB,M
1537,2023,SE,FT,Machine Learning Scientist,220000,USD,220000,US,0,US,M
1538,2023,SE,FT,Machine Learning Scientist,170000,USD,170000,US,0,US,M
1539,2023,SE,FT,Business Intelligence Analyst,169000,USD,169000,US,0,US,M
1540,2023,SE,FT,Business Intelligence Analyst,110600,USD,110600,US,0,US,M
1541,2023,SE,FT,Data Engineer,180514,USD,180514,GB,100,GB,M
1542,2023,SE,FT,Data Engineer,108308,USD,108308,GB,100,GB,M
1543,2023,SE,FT,Data Engineer,247300,USD,247300,US,100,US,M
